报案号1,	报案号2,	关系
9061303362015000062,	9061303202015000191,	"['同标的车牌号', '同标的车架号']"
9061303362015000062,	9061303262012000900,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303362015000062,	9061303202012000604,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303362015000062,	9061303262012000019,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303312015000075,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303202013000601,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303202013000360,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303202013000170,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303202012001018,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303262012000533,	['同报案电话']
9061303202015000545,	9061303262010001674,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061303262010000122,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000545,	9061003262009003901,	['同标的驾驶员驾驶证号']
9061303202015000545,	9061303262008006142,	"['同标的车牌号', '同标的车架号']"
9061303202015000541,	9061303262014000657,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000539,	9061303262015000296,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000539,	9061303262015000105,	"['同三者车牌号', '同三者车架号']"
9061303202015000539,	9061303262014000724,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000539,	9061303202014000688,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000539,	9061303262014000264,	"['同三者车牌号', '同三者车架号']"
9061303202015000539,	9061303262012000804,	"['同三者车牌号', '同三者车架号']"
9061303202015000539,	9061303262011000864,	"['同三者车牌号', '同三者车架号']"
9061303202015000538,	9061303202015000284,	"['同三者车牌号', '同三者车架号']"
9061303202015000538,	9061303202015000257,	['同三者车架号']
9061303202015000538,	9061303262015000338,	['同三者车架号']
9061303202015000538,	9061303202014000649,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303362015000052,	9061303202015000536,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303362015000052,	9061303202015000284,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303362015000052,	9061303202015000191,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000536,	9061303202015000284,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000536,	9061303202015000191,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000447,	9061303262015000582,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000447,	9061303262012000582,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000447,	9061303312011000201,	['同三者驾驶员姓名']
9061303202015000447,	9061303202011000970,	['同三者驾驶员姓名']
9061303202015000433,	9061303202015000310,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000433,	9061303202015000118,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303202014000253,	['同标的车架号']
9061303202015000433,	9061303202014000028,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303262013000545,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303262013000390,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303202013000527,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303202013000492,	['同标的车架号']
9061303202015000433,	9061303262013000333,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262013000318,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202013000231,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061203312011000075,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061203202011000739,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262010001182,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303262010000167,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000433,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303202015000433,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303262015000582,	9061303262015000338,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262015000582,	9061303202015000196,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262015000582,	9061303262012000582,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262015000582,	9061303312011000201,	['同三者驾驶员姓名']
9061303262015000582,	9061303202011000970,	['同三者驾驶员姓名']
9061303262015000573,	9061303262015000338,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000407,	9061303202015000006,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000407,	9061303202014000248,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000388,	9061303202013000722,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000388,	9061303262013000493,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303202013000063,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000388,	9061303262013000020,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303262012000900,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303202012000649,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000388,	9061303262012000751,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303202012000516,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303262012000205,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303262011000579,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303262011000489,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000388,	9061303202011000576,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000388,	9061303262010002345,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000388,	9061303202010001690,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000367,	9061303312015000130,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202015000367,	9061303202015000278,	"['同三者车牌号', '同三者车架号']"
9061303202015000367,	9061303262015000116,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262015000524,	9061303262015000344,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262015000519,	9061303262015000105,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000145,	9061303312015000130,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000145,	9061303312015000126,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000145,	9061303312014000159,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000145,	9061303312013000187,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000145,	9061303202013000571,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262015000512,	9061303262015000233,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000130,	9061303312015000126,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000130,	9061303202015000278,	"['同三者车牌号', '同三者车架号']"
9061303312015000130,	9061303262015000116,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312015000130,	9061303312014000159,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000130,	9061303312013000187,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000130,	9061303202013000571,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000126,	9061303312014000159,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000126,	9061303312013000187,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312015000126,	9061303202013000571,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202015000310,	9061303202014000253,	['同标的车架号']
